employee_id,training_date,training_program_name,training_type,training_outcome,location,trainer,training_duration_days,training_cost
1872,2023-07-04,Leadership Development,Internal,Incomplete,Walterborough,Andrew Griffin,4,299.55
1873,2023-03-02,Technical Skills,External,Incomplete,New Kevinfort,Jason Faulkner,3,373.67
1874,2022-12-25,Leadership Development,Internal,Passed,Wrightstad,Dustin Lewis,1,902.01
1875,2023-03-19,Project Management,Internal,Failed,Vasquezchester,Brianna Freeman,1,105.61
1876,2023-03-14,Leadership Development,Internal,Completed,North Rebeccamouth,Michael Romero,5,445.28
1877,2023-05-01,Technical Skills,External,Passed,Smithborough,Charles Parker,1,845.17
1878,2023-05-25,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44
1879,2023-04-29,Leadership Development,Internal,Passed,Port Emilyhaven,Kimberly Choi,2,227.51
1880,2022-08-10,Customer Service,Internal,Incomplete,Smithfurt,Danielle Wells,5,785.05
1881,2023-06-30,Communication Skills,External,Passed,South Rebeccahaven,Julian Ward,4,584.92
1882,2023-04-11,Leadership Development,Internal,Incomplete,West Charles,Ronald Long,5,206.16
1883,2023-05-19,Customer Service,Internal,Failed,Leviville,Cynthia Stone,1,483.43
1884,2022-09-09,Project Management,External,Incomplete,New Kimberlychester,Robin Oneill,2,889.87
1885,2023-02-15,Customer Service,Internal,Incomplete,Thomasborough,Vanessa Riley,3,503.04
1886,2023-06-10,Customer Service,External,Completed,West Jack,Gregory Henderson,1,349.8
1887,2022-12-23,Customer Service,External,Passed,Jasminebury,Jessica Brown,4,547.76
1888,2022-12-23,Technical Skills,External,Completed,East Kim,Victoria Padilla,2,961.68
1889,2023-02-09,Leadership Development,Internal,Incomplete,New Eric,Laura Patterson,1,993.76
1890,2022-10-25,Communication Skills,Internal,Failed,Lake Randyshire,Tiffany Gutierrez,2,998.32
1891,2023-07-13,Leadership Development,External,Incomplete,Rodriguezfort,Jonathon Obrien,1,961.55
1892,2023-02-09,Technical Skills,External,Incomplete,West Leslie,Meagan Glenn,3,192.73
1893,2022-09-28,Leadership Development,Internal,Completed,East Breannaborough,Andrew Rivera,1,604.53
1894,2023-05-29,Technical Skills,External,Failed,Port Matthew,Annette Pace,2,144.39
1895,2022-09-12,Technical Skills,External,Completed,Paulmouth,Richard Lopez,5,517.92
1896,2023-02-22,Customer Service,External,Completed,Basston,Terry Mcdonald,4,537.71
1897,2023-03-16,Communication Skills,External,Completed,Benjaminbury,Mrs. Amy Foster,2,491.71
1898,2023-07-10,Project Management,Internal,Completed,Kingview,Jessica Evans,3,673.38
1899,2023-01-29,Leadership Development,Internal,Incomplete,Port Jenniferside,Tyler Mcgee,2,724.87
1900,2023-04-27,Communication Skills,Internal,Passed,North Darryl,Joe Flores,4,140.83
1901,2022-09-22,Project Management,External,Passed,North Peterland,Paul Davis,1,113.47
1902,2023-02-24,Customer Service,External,Incomplete,Jasonborough,Vincent Spencer,1,604.93
1903,2023-05-27,Project Management,External,Completed,Wintersmouth,Jennifer Garcia,4,699.97
1904,2022-10-20,Leadership Development,Internal,Failed,East Autumn,Donald Franklin,1,576.1
1905,2022-11-24,Leadership Development,Internal,Passed,Buchananton,Matthew Brooks,2,958.46
1906,2023-03-05,Project Management,External,Passed,Pamelaborough,Anthony Turner,5,228.41
1907,2022-11-10,Technical Skills,Internal,Completed,Wilsonborough,Dr. Michael Day,2,203.44
1908,2023-07-21,Project Management,External,Incomplete,Cynthiaside,Jill Martin,2,359.08
1909,2023-03-15,Technical Skills,Internal,Passed,Leestad,Stephen Neal,3,653.23
1910,2022-10-12,Customer Service,Internal,Passed,Evansshire,Shannon Spencer,5,614.4
1911,2022-11-12,Communication Skills,External,Passed,Trevorchester,Mr. Paul Morales,5,333.08
1912,2023-03-26,Leadership Development,External,Completed,Yangland,Anthony Cannon,1,718.38
1913,2023-02-02,Project Management,External,Failed,Brianland,Nicholas Mathis,3,195.29
1914,2023-01-11,Leadership Development,External,Passed,Mckeemouth,Randy Perkins,2,113.43
1915,2022-11-11,Customer Service,External,Incomplete,Wilsonbury,Robin Smith MD,4,651.23
1916,2022-09-28,Technical Skills,Internal,Incomplete,Allisonton,Hannah Cortez,1,331.66
1917,2023-01-24,Customer Service,Internal,Incomplete,Jonesside,Spencer Ford,3,419.83
1918,2023-08-03,Communication Skills,Internal,Incomplete,South Thomas,Gary Rocha,2,226.7
1919,2023-06-18,Leadership Development,External,Failed,Wellsland,Carrie Walton,1,583.76
1920,2023-04-04,Customer Service,Internal,Failed,West Chadview,Lindsey Johnson,3,646.65
1921,2023-05-28,Technical Skills,External,Incomplete,West Dawn,Steven Golden,2,813.17
1922,2022-11-14,Technical Skills,External,Passed,Maxwellfurt,Maria Le,3,636.38
1923,2022-11-17,Project Management,External,Failed,Dianeview,Lauren Dixon,3,868.74
1924,2023-07-14,Customer Service,External,Failed,Port Hannahshire,Lisa Johnston,4,250.41
1925,2023-05-12,Communication Skills,Internal,Completed,Karenshire,Jennifer Roberts,3,882.06
1926,2023-06-30,Leadership Development,Internal,Passed,New David,Mr. Donald Shepard,1,350.88
1927,2023-02-23,Leadership Development,External,Completed,Michaelmouth,Christopher Avila,5,571.81
1928,2023-02-23,Communication Skills,Internal,Failed,Toddbury,Jessica Jones,3,900.89
1929,2023-08-04,Customer Service,Internal,Failed,Burchfurt,Hannah Mays,3,312.56
1930,2023-06-30,Project Management,External,Incomplete,Ashleyfurt,Stephen Graham,5,533.56
1931,2023-05-14,Leadership Development,Internal,Failed,Wolfeton,Jonathan Hunt,5,381.36
1932,2023-03-19,Customer Service,Internal,Failed,Georgemouth,Brian Terry,2,754.08
1933,2022-10-17,Customer Service,Internal,Incomplete,Walkershire,Kim Lee,5,837.19
1934,2023-05-08,Leadership Development,External,Incomplete,Suzannemouth,Elizabeth Sanchez,2,993.7
1935,2022-09-16,Customer Service,Internal,Completed,Rodriguezfurt,Anna Stafford,2,505.4
1936,2022-08-21,Leadership Development,External,Failed,Hooverberg,Amanda Randolph,5,567.55
1937,2023-05-08,Leadership Development,External,Completed,Chapmanstad,Sarah Boone,4,774.74
1938,2022-08-24,Communication Skills,External,Passed,Annaton,Jordan Stanley,5,316.61
1939,2022-10-27,Communication Skills,External,Completed,East Joseph,Kristi Lee,3,531.73
1940,2023-01-16,Communication Skills,External,Failed,Denisehaven,Alyssa White,2,342.26
1941,2023-02-04,Leadership Development,External,Failed,Perryborough,Frank Rhodes,3,158.79
1942,2023-04-15,Customer Service,Internal,Completed,West Stephanieton,Miranda Wilson,3,250.51
1943,2023-05-13,Technical Skills,Internal,Passed,Bassborough,Eddie Foster,3,453.4
1944,2022-10-26,Technical Skills,External,Completed,New Maryfort,Michelle Rosales,5,742.31
1945,2023-01-12,Customer Service,External,Passed,Rachelbury,Rachel Juarez,5,341.94
1946,2022-08-30,Customer Service,Internal,Completed,Delgadomouth,Benjamin Mcdonald,1,967.18
1947,2022-11-14,Communication Skills,External,Failed,Brewerchester,Derek Smith,3,147.4
1948,2023-05-23,Project Management,External,Failed,Port Patrickport,Randy Howell,4,884.26
1949,2023-04-28,Customer Service,Internal,Incomplete,Jodyville,Samantha Thompson,5,592.96
1950,2023-02-21,Project Management,External,Passed,Michaelchester,Nicholas Daugherty,2,801.28
1951,2023-04-29,Leadership Development,Internal,Incomplete,Veronicatown,Tracy Melton,2,717.95
1952,2023-03-05,Leadership Development,Internal,Passed,East Jeff,Sydney Bryant,1,846.22
1953,2022-08-13,Leadership Development,External,Passed,West Kelli,Laura Smith,4,275.62
1954,2022-08-14,Customer Service,External,Passed,Lake Cindy,Ronald Marsh,5,837.05
1955,2023-07-22,Leadership Development,Internal,Incomplete,Port Catherineside,Stephen Henry,3,202.35
1956,2023-06-05,Communication Skills,External,Passed,Lake Justin,Phillip Yates,4,590.97
1957,2023-04-14,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55
1958,2023-05-23,Communication Skills,Internal,Incomplete,North Carolynside,Ethan Williams,2,141.91
1959,2022-09-13,Project Management,External,Completed,Lake Travisfort,Jessica Johnston,2,883.34
1960,2023-04-28,Leadership Development,Internal,Passed,Port Jamiemouth,Victoria Richardson,4,176.82
1961,2023-04-25,Customer Service,External,Failed,Juliehaven,Ashley Meyer,1,767.22
1962,2022-10-02,Leadership Development,External,Completed,Stephanietown,Jeremy Little,5,555.6
1963,2023-06-13,Technical Skills,Internal,Incomplete,Danielhaven,Sarah Stone,2,316.03
1964,2023-05-22,Customer Service,Internal,Failed,East Tina,David Hart,1,540.96
1965,2022-10-16,Leadership Development,External,Failed,Sandramouth,Julie Kennedy,3,444.23
1966,2023-05-19,Communication Skills,Internal,Failed,Dennisberg,Mark Baker,5,497.54
1967,2023-07-23,Customer Service,Internal,Incomplete,West Austin,Alexander Myers,4,300.95
1968,2022-11-25,Customer Service,Internal,Incomplete,East Charleneview,Kimberly Becker,2,283.06
1969,2022-08-29,Communication Skills,Internal,Incomplete,North Ericside,Eric Allen,4,967.94
1970,2023-03-27,Leadership Development,External,Failed,Douglasland,Richard Thomas,1,398.23
1971,2022-12-20,Leadership Development,External,Incomplete,West Sandratown,Nathaniel Rasmussen,1,331.8
1972,2023-04-26,Leadership Development,External,Incomplete,Powellside,Matthew Watson,4,349.48
1973,2023-04-01,Communication Skills,External,Failed,Geraldchester,Roy Juarez,1,596.48
1974,2022-10-08,Project Management,Internal,Incomplete,Port Billy,Jean Lee,2,677.45
1975,2023-03-12,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61
1976,2022-11-16,Communication Skills,External,Completed,West Paul,Pamela Sanchez,5,405.13
1977,2023-05-26,Leadership Development,Internal,Incomplete,Port Austin,Heather Tucker,5,781.27
1978,2023-01-18,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61
1979,2023-05-19,Communication Skills,Internal,Failed,Torresmouth,Matthew Carter,1,656.46
1980,2023-03-25,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07
1981,2022-08-10,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42
1982,2023-01-29,Leadership Development,Internal,Passed,West Aaron,Tammy Jarvis,5,861.83
1983,2022-12-28,Customer Service,Internal,Failed,East William,Shelly Baker,5,769.23
1984,2022-08-18,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02
1985,2022-09-28,Communication Skills,Internal,Incomplete,Sheltonborough,Benjamin Arnold,3,474.95
1986,2023-02-21,Communication Skills,Internal,Failed,Laurenton,Jon Roberts,3,800.81
1987,2023-06-27,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93
1988,2023-05-18,Project Management,External,Completed,Andersonchester,Eric Gallegos,4,903.8
1989,2022-12-04,Leadership Development,External,Incomplete,Cookview,Karen Fox,4,329.3
1990,2022-09-18,Leadership Development,Internal,Incomplete,Mccarthyhaven,Anthony Silva,1,332.51
1991,2023-01-24,Technical Skills,External,Failed,Allenhaven,Misty Trevino,2,643.63
1992,2022-09-11,Communication Skills,Internal,Failed,North Samuelview,Christopher Bailey,2,827.05
1993,2023-05-02,Customer Service,External,Failed,North Andrew,Vincent Wang,3,995.42
1994,2023-04-20,Technical Skills,External,Passed,Martinchester,Laurie Bird,4,360.61
1995,2022-08-23,Communication Skills,External,Passed,East Jamie,Kathryn Higgins,3,658.54
1996,2022-12-16,Communication Skills,Internal,Failed,Coxshire,Christopher Porter MD,5,250.11
1997,2023-04-29,Project Management,Internal,Failed,East Karenberg,Andrew Jones,4,819.65
1998,2022-12-01,Technical Skills,Internal,Completed,East Michael,Eddie King,2,186.77
1999,2023-05-08,Technical Skills,External,Passed,Lewisland,Erica Wilson,4,633.67
2000,2023-03-20,Technical Skills,Internal,Incomplete,East Erin,Jacqueline Maxwell,3,236.34
2001,2023-05-04,Leadership Development,Internal,Incomplete,Port Valerie,Robert Ramirez,4,504.62
2002,2022-10-26,Project Management,External,Incomplete,Whitebury,Michael Wright,1,217.86
2003,2022-12-12,Technical Skills,External,Completed,Perezview,Jose King,4,148.97
2004,2023-02-27,Leadership Development,Internal,Completed,Taylorchester,Kathy Norris,1,628.83
2005,2023-04-22,Leadership Development,Internal,Completed,West Danielton,Elijah Henson,2,458.78
2006,2022-12-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65
2007,2023-02-28,Communication Skills,External,Passed,East Judyborough,Shane Quinn,1,211.17
2008,2022-10-24,Project Management,External,Passed,Thomasland,Timothy Lewis,2,478.95
2009,2023-01-20,Customer Service,Internal,Incomplete,Nicoleside,Gary Johnson,1,319.94
2010,2022-08-22,Communication Skills,Internal,Passed,Andrewview,Kristen Rogers,2,601.66
2011,2023-04-30,Leadership Development,Internal,Completed,Lake Jeffreyberg,Nichole Crawford,1,999.96
2012,2022-09-18,Communication Skills,External,Incomplete,New Karenberg,Lindsay Reid,2,138.67
2013,2023-02-21,Leadership Development,External,Failed,East Sabrinachester,Dr. Steven Walker,2,962.76
2014,2023-03-02,Technical Skills,External,Incomplete,Bauerland,Thomas Martinez,4,106.88
2015,2022-09-30,Leadership Development,Internal,Passed,South David,John Hobbs,1,561.89
2016,2022-09-13,Technical Skills,Internal,Incomplete,New Stephanie,Robert Nelson,5,775.52
2017,2022-12-03,Communication Skills,External,Incomplete,Michaelhaven,Heidi Chavez,4,397.01
2018,2022-08-21,Customer Service,External,Incomplete,Lake Robertfort,Chris Walker,5,739.74
2019,2022-10-06,Technical Skills,External,Completed,Andreaberg,Jason Morris,2,789.2
2020,2022-08-18,Leadership Development,Internal,Failed,West Kayla,Kevin Miller,3,428.51
2021,2023-04-29,Project Management,External,Incomplete,New Heidi,Dominic Spencer,4,646.72
2022,2022-10-09,Leadership Development,External,Incomplete,North Katherineton,Diane Carlson,3,742.84
2023,2022-11-25,Communication Skills,External,Incomplete,Rosefort,Brooke Murray,2,894.92
2024,2023-06-11,Communication Skills,External,Failed,North Danielview,Deborah Oliver,1,222.56
2025,2023-01-17,Technical Skills,Internal,Passed,West Cherylview,John Branch,2,699.76
2026,2022-08-08,Project Management,External,Incomplete,East Cole,Dorothy Gould,3,124.93
2027,2022-08-08,Technical Skills,External,Incomplete,New Audrey,Mariah Jones,5,664.12
2028,2023-02-18,Project Management,External,Passed,North Barbaraberg,Kathleen Fletcher,2,862.82
2029,2022-11-14,Project Management,External,Passed,New Michael,Nicholas Briggs,1,813.01
2030,2023-07-28,Communication Skills,External,Incomplete,West Vincent,Andrew Burton,4,349.75
2031,2023-07-25,Technical Skills,External,Failed,Campbellhaven,Yolanda Wilson,1,244.5
2032,2022-11-21,Customer Service,Internal,Completed,Erikmouth,Adrian Clark,3,873.52
2033,2023-03-11,Leadership Development,External,Passed,Port Laurie,Joseph Carlson,1,358.65
2034,2023-01-20,Technical Skills,Internal,Passed,Crystalchester,Arthur Soto,1,632.33
2035,2023-02-17,Customer Service,External,Failed,Kristenland,Mrs. Stephanie Silva,2,565.81
2036,2022-09-24,Communication Skills,Internal,Completed,New Erinport,Ronald Hughes,3,849.04
2037,2023-07-16,Leadership Development,Internal,Failed,Rachelfort,Nicholas Carter,1,519.43
2038,2022-08-13,Technical Skills,Internal,Passed,Rebeccamouth,Paula Roth,2,694.03
2039,2023-05-24,Customer Service,External,Incomplete,Zacharyside,Laura Meadows,1,738.69
2040,2023-04-22,Communication Skills,Internal,Passed,Port Glenn,Aaron Bowen,5,753.51
2041,2022-09-25,Technical Skills,External,Completed,West Brian,Kenneth Thompson,5,970.6
2042,2023-02-14,Customer Service,External,Passed,Johnsonhaven,Elizabeth Elliott,1,651.4
2043,2022-10-08,Project Management,Internal,Passed,Brendaville,Cody Dickson,5,809.68
2044,2023-08-05,Customer Service,External,Passed,Joshuaville,Andrew Lee,5,570.91
2045,2023-05-04,Customer Service,Internal,Incomplete,Garyview,Zachary Cole,1,852.72
2046,2022-12-25,Technical Skills,Internal,Incomplete,North Carriefurt,Mr. Philip Sullivan,1,787.98
2047,2022-08-15,Technical Skills,Internal,Failed,New Amy,Margaret Padilla,1,942.72
2048,2022-11-02,Customer Service,External,Failed,Watsonview,Rodney Deleon,2,626.4
2049,2023-03-28,Project Management,Internal,Failed,South Wayneburgh,Cheryl Middleton,4,765.68
2050,2022-12-13,Communication Skills,Internal,Completed,Jasonbury,Heather Nunez,3,904.54
2051,2023-03-17,Project Management,Internal,Incomplete,South Cynthiafurt,Charles Robles,2,761.28
2052,2022-11-06,Project Management,Internal,Completed,South William,Charles Spencer,4,507.49
2053,2023-05-13,Leadership Development,Internal,Incomplete,Dukeborough,Kevin Carter,5,862.9
2054,2023-06-06,Leadership Development,Internal,Incomplete,Lake Carolinemouth,Tyler Cordova,4,528.18
2055,2022-11-08,Technical Skills,External,Passed,South Jasonchester,Austin Carlson,2,805.7
2056,2023-02-02,Technical Skills,External,Failed,North Fernando,Gregory Garcia,1,190.55
2057,2023-01-01,Customer Service,Internal,Failed,Lake Tony,Omar Shepherd MD,3,605.36
2058,2022-12-31,Customer Service,Internal,Passed,Parkertown,Mark Bowen,1,338.16
2059,2023-05-06,Customer Service,External,Completed,West Danielmouth,Melissa Marshall,3,969.03
2060,2023-07-23,Project Management,External,Failed,Port Lisaburgh,Lori Mckee,3,442.39
2061,2023-03-15,Technical Skills,External,Incomplete,South Taramouth,Stacey Ford,1,952.69
2062,2023-05-20,Project Management,External,Passed,North Lisaton,Evelyn Hart,1,842.36
2063,2023-01-01,Technical Skills,External,Failed,North Gabriel,Suzanne Watson,5,333.78
2064,2022-09-10,Technical Skills,Internal,Passed,North Susanton,Daryl Mullins,2,343.22
2065,2023-05-15,Leadership Development,Internal,Failed,Christopherhaven,Jonathan Stewart,1,283.86
2066,2022-09-03,Customer Service,Internal,Passed,Courtneytown,Jessica Malone DDS,5,107.29
